PM2.5,PM10,NO2,SO2,O3,Temperature,Humidity,Industrial_Proximity,Population_Density,Risk_Score,Disease_Risk
3.85,5.98,11.81,2.81,7.37,37.11,39.14,0,17961.77,12.76,Low
20.86,26.09,8.53,4.2,21.09,29.47,58.82,0,1417.36,18.28,Low
37.39,86.08,15.85,27.87,54.25,22.91,31.21,0,21900.07,37.58,Low
6.18,14.36,43.31,27.94,37.37,9.56,45.54,0,2093.16,31.15,Low
48.19,95.19,11.28,27.13,19.87,10.39,40.93,1,11680.56,64.19,Moderate
20.57,40.05,16.78,4.55,64.16,31.85,23.25,0,4306.94,27.57,Low
28.59,64.54,25.51,0.88,48.55,33.03,51.97,0,3761.5,34.5,Low
56.6,125.78,28.83,15.55,16.87,35.42,55.0,1,18169.78,72.32,Moderate
69.56,163.96,22.92,5.22,35.57,41.67,42.42,0,19469.15,63.51,Moderate
49.11,94.22,25.95,15.59,82.65,32.49,50.84,0,18610.38,50.42,Moderate
13.3,32.68,6.47,8.54,33.81,29.07,56.51,0,10397.8,16.8,Low
47.59,118.75,15.31,15.97,6.12,48.88,31.58,0,24774.26,49.66,Low
49.6,67.04,45.63,26.58,49.4,19.55,60.48,0,8829.24,50.56,Moderate
43.68,100.65,14.29,11.87,47.65,23.99,69.05,0,6509.35,38.28,Low
76.41,141.33,29.43,24.45,66.65,9.59,64.41,1,24914.38,90.34,High
34.39,58.59,27.33,18.49,32.16,31.24,64.71,0,24443.28,36.0,Low
74.65,149.07,42.42,8.95,48.83,22.97,57.7,0,14999.98,64.29,Moderate
74.38,94.66,46.82,3.91,44.93,18.8,65.23,0,5621.46,61.25,Moderate
50.47,93.8,55.99,38.16,39.87,19.01,76.01,0,6343.22,57.17,Moderate
39.5,92.12,67.77,22.09,46.47,17.05,97.71,1,13261.69,76.17,Moderate
43.84,64.77,11.41,16.51,52.04,23.31,44.48,0,19514.53,35.13,Low
86.34,151.46,3.07,4.66,51.01,10.58,47.55,0,2397.63,63.38,Moderate
62.36,151.0,18.74,8.38,58.36,11.48,45.44,0,17347.92,59.1,Moderate
14.62,25.68,10.65,32.66,5.0,13.93,79.12,0,3026.22,20.91,Low
42.1,70.14,12.85,11.61,10.09,18.8,83.32,0,21180.71,32.98,Low
17.15,30.4,37.07,16.21,44.27,20.36,71.42,0,13536.9,29.39,Low
20.12,37.74,53.75,31.25,42.32,4.51,40.07,1,24747.51,65.55,Moderate
24.99,50.51,30.01,11.58,19.67,19.85,55.48,0,18948.06,29.75,Low
10.3,23.07,14.81,6.62,33.3,16.59,65.23,0,12682.1,19.07,Low
16.3,29.13,31.13,2.17,23.47,32.83,65.12,1,3958.84,45.25,Low
78.91,178.55,43.46,14.62,51.75,16.0,89.05,0,13788.69,73.59,Moderate
20.03,37.94,6.52,14.78,22.17,35.04,75.93,0,3303.9,22.48,Low
55.25,90.62,19.83,47.97,44.29,42.42,75.21,0,22676.48,55.05,Moderate
36.44,74.9,21.21,20.14,60.5,36.67,53.68,0,6136.66,42.33,Low
46.31,98.78,22.43,6.39,22.58,15.18,66.24,0,21701.48,42.94,Low
47.55,91.56,12.06,5.7,13.19,30.19,35.35,0,7945.61,36.28,Low
15.74,20.04,31.68,6.93,24.77,15.35,61.25,0,5936.51,25.8,Low
55.05,78.22,33.9,11.62,22.6,16.74,62.66,0,7953.79,47.56,Low
12.18,19.13,11.2,6.68,40.81,17.42,41.22,0,17835.08,18.68,Low
19.42,30.43,62.77,9.56,5.97,26.36,55.51,0,13367.78,31.87,Low
47.12,97.79,8.8,0.87,72.12,16.26,82.03,0,3133.08,42.93,Low
14.93,18.27,14.35,40.64,14.87,25.39,59.43,0,3857.95,17.85,Low
5.57,12.16,8.0,19.93,13.02,37.62,69.36,0,9773.98,15.45,Low
40.85,63.11,6.85,11.65,41.23,13.98,95.85,1,8794.32,55.5,Moderate
8.75,14.02,27.82,3.2,37.54,8.92,53.18,0,21367.52,25.36,Low
49.92,94.16,14.32,3.21,67.43,18.6,72.76,1,14520.2,63.94,Moderate
26.28,38.91,47.02,3.67,34.52,39.28,57.21,1,5074.52,59.47,Moderate
40.47,95.1,12.19,44.07,34.3,31.89,76.6,1,1194.4,60.64,Moderate
39.99,52.43,14.48,15.17,52.95,16.45,59.34,0,3007.9,36.67,Low
52.24,92.86,42.75,15.03,58.95,14.55,75.84,0,17660.09,55.63,Moderate
47.99,110.57,9.68,9.7,5.0,28.24,80.6,0,21253.88,36.24,Low
14.82,29.66,17.31,20.4,41.31,25.98,56.95,1,19672.18,40.75,Low
27.4,43.3,62.06,12.59,83.1,31.23,75.81,0,19851.95,46.59,Low
40.44,70.65,1.37,24.58,27.53,13.45,34.23,0,6893.54,34.64,Low
75.45,159.87,6.54,1.42,43.0,24.16,61.94,0,24732.61,52.99,Moderate
48.26,118.97,69.51,7.48,60.39,33.96,79.63,1,2617.01,83.32,Moderate
71.56,168.95,34.36,17.29,49.73,36.29,95.71,0,20616.84,68.17,Moderate
41.81,68.78,31.57,8.08,18.98,12.61,41.06,0,2872.02,41.97,Low
63.03,157.43,6.55,1.59,38.65,24.15,43.08,0,7054.52,47.37,Low
38.32,46.16,27.0,20.09,15.2,22.14,52.13,1,12637.64,53.0,Moderate
61.47,75.97,11.39,38.26,18.62,16.63,62.47,0,1806.85,45.47,Low
25.34,57.55,47.9,4.5,62.18,17.65,50.28,1,10157.2,60.61,Moderate
80.68,117.74,49.48,5.22,57.12,30.67,73.39,1,9077.8,87.96,Moderate
44.83,57.34,15.66,10.91,75.72,17.34,55.77,1,16355.72,60.86,Moderate
10.36,15.63,36.27,33.69,58.48,23.77,49.31,0,18091.33,26.42,Low
41.31,72.46,32.77,4.88,37.16,29.87,44.36,0,2717.13,40.24,Low
48.36,103.96,22.72,5.43,19.72,42.52,60.83,0,1432.68,47.83,Low
56.23,113.1,11.77,5.9,67.94,27.99,66.9,0,19509.34,46.21,Low
97.56,147.2,17.39,22.46,52.52,32.21,73.62,0,13435.79,70.06,Moderate
22.56,41.84,46.6,24.66,56.0,27.63,54.22,0,13598.6,36.57,Low
97.94,235.47,62.69,0.75,51.47,22.94,67.1,0,24527.56,87.78,Moderate
32.58,73.62,18.73,7.68,63.73,22.77,83.64,0,11224.67,34.27,Low
18.71,30.31,67.11,55.33,9.53,23.84,78.44,0,5306.72,37.71,Low
22.92,56.77,34.38,10.69,15.72,3.6,53.73,1,17175.71,58.5,Moderate
46.58,98.8,23.33,3.85,22.56,21.73,70.2,0,20484.11,39.79,Low
16.69,21.38,21.26,37.66,47.28,29.38,57.27,0,12807.84,25.88,Low
25.65,31.95,12.44,6.41,30.85,17.63,53.44,0,17449.46,24.6,Low
40.66,57.69,38.15,1.14,62.56,39.53,46.05,0,13091.32,47.11,Low
80.31,172.36,74.98,21.66,39.67,26.25,86.6,0,10480.13,78.61,Moderate
55.24,79.48,22.59,2.18,86.37,23.69,49.43,0,1339.81,46.33,Low
33.47,62.42,10.47,13.75,74.27,33.36,57.64,0,4756.69,35.75,Low
46.45,61.37,42.73,12.37,42.78,30.64,31.42,0,12254.3,45.87,Low
38.12,91.39,17.96,7.19,12.84,36.33,76.5,0,10214.95,37.44,Low
13.13,21.64,12.28,0.15,53.78,38.28,59.5,0,21150.65,23.13,Low
88.71,211.18,6.22,19.9,17.73,39.65,77.82,0,3156.93,69.56,Moderate
81.07,196.87,37.26,19.25,20.51,29.57,65.3,1,1728.12,89.55,Moderate
30.89,37.32,55.94,3.03,32.12,14.63,62.02,1,2634.86,61.57,Moderate
23.51,42.4,8.25,38.25,31.74,22.62,72.6,0,17113.27,24.31,Low
13.38,16.49,19.57,10.61,51.05,41.39,59.83,0,15064.6,27.23,Low
48.28,114.97,21.02,9.46,46.55,27.59,32.4,1,15989.4,64.01,Moderate
48.48,90.84,13.07,7.38,19.82,20.66,63.97,1,4344.58,57.29,Moderate
17.78,23.07,65.86,6.06,34.09,19.55,76.68,0,13150.64,35.92,Low
38.42,51.61,5.92,22.39,12.8,14.23,47.05,0,19307.92,31.21,Low
54.19,92.04,34.64,7.5,48.04,34.19,28.4,0,17254.97,51.42,Moderate
22.38,54.21,39.61,19.37,5.0,20.48,49.22,0,11247.85,30.95,Low
28.35,59.56,12.99,10.85,35.31,15.17,64.93,0,3035.76,30.72,Low
28.16,65.56,10.3,19.81,27.08,16.3,42.33,0,21830.93,29.95,Low
18.65,31.26,15.0,23.58,50.91,-1.09,58.26,1,13392.01,55.58,Moderate
28.75,36.12,3.85,11.91,23.82,32.06,66.14,1,22296.69,43.37,Low
8.9,21.94,16.08,10.37,23.0,22.63,46.84,0,11248.15,15.1,Low
27.17,33.21,17.98,13.15,47.93,12.71,79.37,0,6306.82,31.83,Low
27.45,66.77,85.45,12.79,48.99,38.87,70.17,1,8031.62,76.41,Moderate
31.16,52.32,4.66,15.69,19.07,25.47,44.92,0,10744.66,22.8,Low
44.28,53.71,22.44,1.66,51.78,2.59,70.44,1,15548.47,66.36,Moderate
12.52,26.23,43.55,8.91,89.13,32.22,47.61,0,19338.32,34.11,Low
14.49,35.87,76.5,6.32,30.57,14.89,52.27,1,6444.7,61.08,Moderate
18.29,44.91,5.33,9.47,15.43,30.95,60.64,0,5099.19,18.87,Low
11.46,16.15,83.87,21.68,41.11,30.05,72.36,0,5465.14,40.17,Low
47.49,68.17,19.49,36.59,12.37,26.37,59.34,0,23395.24,37.24,Low
21.68,41.96,19.62,3.26,34.83,12.48,66.2,1,4516.75,48.82,Low
31.81,64.53,8.42,1.88,29.9,12.67,81.5,0,8970.71,31.04,Low
17.14,37.03,26.4,8.49,53.85,24.51,63.92,0,12403.76,24.95,Low
25.19,36.15,84.12,9.37,5.0,15.59,50.53,0,14126.99,45.07,Low
39.61,96.92,26.0,2.06,8.42,37.19,70.46,1,21523.09,60.48,Moderate
40.85,82.94,11.85,11.91,47.64,23.99,51.8,0,3265.65,34.65,Low
14.99,34.49,14.16,14.38,50.85,14.95,55.68,0,3146.33,25.24,Low
30.75,58.49,14.77,3.42,5.0,34.99,68.45,0,8252.04,28.42,Low
17.36,30.18,69.38,7.76,70.42,5.89,68.79,0,10623.44,48.15,Low
29.99,74.08,79.95,17.03,57.51,23.68,57.28,0,9657.5,51.5,Moderate
20.39,39.9,5.9,5.25,26.57,30.56,55.31,0,10101.59,19.88,Low
92.08,214.25,9.08,3.2,41.91,14.71,87.41,0,21360.65,70.63,Moderate
53.99,131.71,10.16,2.9,5.0,20.68,27.11,1,20998.37,60.77,Moderate
41.99,87.26,15.55,8.41,54.08,18.26,65.47,0,20234.78,39.81,Low
26.72,51.14,90.45,2.45,23.07,13.76,60.26,0,19004.38,51.11,Moderate
54.96,66.2,83.0,22.33,32.88,25.76,53.67,1,1489.54,79.41,Moderate
31.36,39.26,24.88,15.86,37.8,33.51,64.32,0,4160.0,33.55,Low
86.51,126.41,17.25,23.08,64.16,45.04,45.37,1,18438.72,91.16,High
58.36,84.14,2.79,33.62,49.35,32.62,40.46,0,15073.68,44.7,Low
25.06,38.37,29.22,4.94,32.81,22.31,75.62,0,17011.64,27.75,Low
80.66,128.77,26.77,8.44,28.21,36.15,49.9,0,18064.82,62.41,Moderate
26.82,44.73,8.1,16.99,44.51,13.71,58.16,0,22828.44,29.43,Low
95.28,166.42,33.84,15.54,38.29,19.64,26.17,1,16061.0,92.97,High
83.24,110.59,48.5,12.19,35.16,34.53,33.99,1,7251.4,88.4,Moderate
39.47,49.54,8.0,19.62,40.12,18.42,63.79,1,2533.89,52.41,Moderate
9.2,19.1,16.31,11.57,34.59,25.58,76.25,0,11086.08,15.39,Low
37.53,71.24,46.79,28.73,8.69,17.99,49.71,0,17891.31,43.42,Low
13.79,24.52,13.48,10.62,38.85,22.84,84.48,0,7406.58,18.04,Low
20.84,42.2,15.71,16.5,39.56,24.31,79.29,0,3441.94,23.22,Low
21.99,50.05,16.62,3.84,42.66,29.71,73.28,0,24969.19,25.8,Low
13.7,24.06,35.01,19.21,19.93,26.66,76.26,0,10762.42,23.13,Low
37.62,76.49,53.31,2.04,24.0,32.15,79.72,1,5799.71,64.87,Moderate
19.09,46.56,73.34,7.44,72.78,28.92,52.2,0,4531.62,44.28,Low
27.67,63.41,50.63,7.14,25.19,23.0,52.91,0,21638.17,36.83,Low
22.13,38.8,24.68,21.27,50.18,18.91,70.44,1,20580.3,50.33,Moderate
44.4,90.49,39.61,5.21,24.06,15.85,41.35,0,15526.35,46.19,Low
42.38,60.61,7.44,14.9,5.0,-2.28,64.98,0,13906.05,40.87,Low
26.17,50.47,98.33,8.16,37.92,23.85,66.89,0,23810.26,50.2,Moderate
45.8,113.38,12.33,16.02,52.26,13.57,70.49,0,6092.56,45.9,Low
67.89,127.21,37.48,12.22,33.33,16.24,68.6,1,10677.14,80.06,Moderate
4.77,11.47,27.86,4.1,5.0,21.99,40.68,0,1104.29,13.83,Low
21.23,36.71,6.66,0.32,5.0,19.79,34.42,1,10755.45,37.3,Low
15.9,39.72,12.4,5.17,63.07,30.48,60.99,0,9913.3,23.61,Low
19.87,38.81,55.77,5.39,39.71,23.33,96.69,0,23762.58,33.91,Low
3.9,4.89,22.21,22.91,52.14,41.27,45.58,0,9276.69,24.35,Low
4.56,8.96,10.55,6.46,44.63,46.94,55.17,0,20952.34,21.97,Low
1.75,2.73,19.58,8.91,16.99,21.94,64.47,1,19281.54,30.97,Low
22.67,28.16,10.55,9.22,34.88,16.53,51.92,0,4108.17,23.69,Low
22.21,50.35,15.57,14.15,6.06,7.37,69.83,0,24086.57,29.43,Low
73.8,115.02,5.12,9.8,58.92,43.28,70.66,0,15958.66,58.57,Moderate
35.72,79.85,24.67,25.77,46.39,17.76,83.12,0,15115.49,40.51,Low
45.06,70.96,27.66,14.75,54.81,19.6,68.25,0,786.78,43.08,Low
219.11,318.28,15.78,2.66,65.81,18.0,55.05,1,17630.66,154.55,High
4.79,11.8,55.58,4.33,32.87,21.73,73.02,0,1862.91,25.12,Low
87.39,145.95,16.59,10.65,25.17,20.23,59.4,0,5041.83,60.49,Moderate
31.51,62.44,22.2,10.88,37.88,33.27,54.34,1,2916.21,54.52,Moderate
24.0,47.84,14.97,2.21,65.35,-2.46,53.79,0,9766.05,39.36,Low
21.47,41.41,17.96,9.04,8.68,23.12,52.59,1,19994.93,40.83,Low
40.33,96.36,40.84,28.52,40.41,32.18,76.34,0,17830.85,48.5,Low
24.15,50.15,7.68,4.57,56.1,18.1,76.12,0,3114.03,26.5,Low
13.39,23.09,33.6,1.62,46.16,30.88,64.23,0,20062.3,25.46,Low
22.06,51.19,13.39,21.46,61.46,25.9,53.32,0,11790.75,26.7,Low
41.07,58.96,8.03,3.97,9.3,17.82,62.82,0,1299.45,29.65,Low
50.11,95.58,18.46,14.24,61.75,6.88,48.97,0,5983.75,51.8,Moderate
92.79,226.0,37.21,16.36,27.52,29.07,58.62,0,19737.05,77.3,Moderate
34.71,69.88,18.12,23.41,5.0,28.18,37.33,0,18465.84,30.74,Low
70.33,159.09,10.94,20.72,33.46,17.59,58.29,1,5114.6,76.44,Moderate
28.39,58.18,81.04,5.95,23.22,32.6,73.07,0,1430.98,48.2,Low
31.1,71.26,30.37,14.98,36.72,20.15,52.02,0,7732.45,36.27,Low
30.0,72.84,25.37,41.79,9.6,35.34,75.44,0,19975.71,37.2,Low
37.47,58.27,36.41,9.93,37.54,28.03,69.2,0,23490.57,38.0,Low
55.72,79.15,39.27,13.67,28.5,39.8,66.54,0,14535.7,53.6,Moderate
23.44,42.88,16.4,2.52,79.76,28.63,51.56,0,2732.04,28.63,Low
16.55,34.97,44.88,17.77,43.48,25.28,46.35,0,12801.11,29.85,Low
58.48,87.45,6.38,5.18,44.57,6.15,75.05,0,24970.39,48.45,Low
55.93,67.42,38.03,7.62,35.44,25.54,42.36,0,23497.39,45.1,Low
77.06,126.83,17.3,7.62,64.95,22.61,54.14,0,24833.67,57.15,Moderate
20.91,51.42,56.8,4.11,49.71,41.15,63.69,1,17635.66,64.0,Moderate
27.69,58.25,16.31,10.79,70.26,27.13,96.22,0,10939.17,30.96,Low
59.84,103.03,49.79,0.58,61.09,32.83,70.77,0,22381.67,59.26,Moderate
23.25,33.72,31.09,2.31,32.3,39.04,50.07,0,22431.92,32.48,Low
48.79,81.14,43.59,5.28,54.59,38.4,59.74,0,4036.94,53.39,Moderate
28.47,40.45,25.8,59.73,56.28,24.13,56.5,0,19496.95,35.21,Low
40.19,53.79,4.37,1.22,58.89,46.29,64.92,0,23023.08,39.42,Low
13.18,31.34,53.96,20.5,48.03,19.94,74.96,0,22513.73,33.98,Low
34.42,85.94,56.43,18.33,13.13,38.3,50.72,0,17817.42,49.09,Low
67.06,94.78,18.71,6.72,39.42,17.53,62.92,0,13665.28,50.26,Moderate
52.86,67.18,13.83,11.93,42.22,33.6,74.65,1,19530.36,61.73,Moderate
15.73,25.62,46.18,17.8,41.42,15.36,42.03,0,13145.82,33.45,Low
88.36,159.06,30.7,7.16,62.95,31.19,57.93,0,8370.23,70.57,Moderate
64.57,94.68,21.62,27.27,27.13,16.46,54.48,0,6843.99,51.5,Moderate
13.68,21.78,35.12,36.71,42.72,14.63,59.71,1,13746.1,51.31,Moderate
22.16,32.38,18.66,11.73,38.61,15.34,26.72,0,11670.89,27.57,Low
14.31,31.57,55.86,4.34,53.67,29.98,49.45,0,13350.13,33.93,Low
40.92,87.01,19.91,18.11,76.2,29.94,28.34,0,6887.07,42.95,Low
21.46,43.47,46.19,10.69,52.45,29.9,44.01,1,14969.29,55.55,Moderate
5.92,10.09,25.77,53.99,51.12,27.21,62.02,0,16720.82,22.73,Low
31.01,73.85,32.24,15.83,19.6,20.16,66.15,1,20267.8,55.43,Moderate
57.06,140.39,79.34,18.84,9.13,17.79,54.09,0,14954.69,67.07,Moderate
34.89,49.75,16.75,21.34,45.11,14.65,28.31,0,19023.73,35.78,Low
46.04,68.59,44.05,15.31,36.27,14.05,51.2,0,4649.94,49.12,Low
37.11,69.9,67.33,8.22,49.21,37.13,41.18,0,3466.04,53.84,Moderate
51.5,67.91,42.91,6.19,27.74,14.41,56.17,0,4901.21,48.95,Low
39.3,69.46,58.07,21.08,68.06,15.68,61.44,0,21233.5,53.66,Moderate
29.87,58.43,27.85,15.04,16.08,15.02,35.83,0,14125.67,34.25,Low
34.61,65.01,41.25,13.9,36.08,11.73,54.25,0,11655.22,44.35,Low
78.79,128.45,49.62,12.94,32.17,28.05,26.95,0,19172.91,65.28,Moderate
47.69,90.86,25.35,12.18,61.95,19.64,57.11,0,3539.91,45.86,Low
15.69,38.38,12.3,21.74,35.38,23.36,57.05,0,652.1,20.33,Low
34.24,50.26,10.47,2.93,28.44,23.83,37.36,0,8118.64,25.58,Low
40.45,82.98,73.44,4.1,41.61,27.89,38.31,1,6597.91,72.52,Moderate
29.19,36.68,65.5,4.52,24.22,26.01,86.48,0,8029.61,38.38,Low
5.95,7.66,14.11,11.26,39.55,36.84,65.11,0,24352.45,18.38,Low
16.96,32.53,58.05,16.95,37.41,18.32,49.52,0,14409.77,36.23,Low
24.2,32.34,35.36,16.88,97.78,19.08,55.03,1,14933.24,57.95,Moderate
94.53,116.19,26.01,13.65,30.75,24.11,42.14,1,16563.9,82.12,Moderate
44.46,63.26,13.71,14.9,38.21,24.27,63.35,0,10244.27,33.9,Low
8.91,17.23,23.22,4.3,44.36,10.17,58.26,0,24484.91,24.53,Low
30.48,64.44,11.47,12.31,45.46,9.23,70.94,0,24344.9,35.74,Low
71.44,104.53,20.25,6.78,60.86,23.59,75.39,0,19346.51,52.57,Moderate
21.24,43.94,11.21,13.77,78.43,38.86,80.24,0,5686.46,32.4,Low
61.24,88.02,7.19,2.59,23.98,39.85,72.9,0,22064.82,45.53,Low
9.17,18.32,59.05,10.89,48.77,13.83,56.75,0,2972.54,34.77,Low
1.5,2.6,22.1,48.01,36.71,20.69,39.63,1,15932.42,38.11,Low
66.86,137.05,33.08,24.08,46.61,26.63,55.6,0,11701.77,58.25,Moderate
23.31,58.12,16.04,15.17,62.21,28.04,59.27,0,1460.78,29.2,Low
24.65,59.64,21.29,19.37,72.55,15.26,65.93,0,22645.72,36.27,Low
36.89,44.47,10.89,9.73,57.49,42.02,51.58,0,24046.77,37.7,Low
43.46,102.18,73.89,18.43,46.31,19.3,41.98,0,22731.17,59.09,Moderate
2.7,3.48,47.5,0.23,60.53,28.69,63.84,1,5215.44,43.6,Low
20.03,48.84,15.78,3.34,23.17,21.71,96.26,1,8658.06,41.93,Low
33.82,52.97,10.85,8.62,25.48,21.76,81.4,0,23915.46,27.11,Low
43.4,73.63,6.6,28.2,43.37,32.57,77.87,0,3107.39,37.64,Low
15.54,20.5,27.8,8.64,63.28,34.85,54.46,0,14790.97,28.72,Low
28.15,37.89,43.42,8.94,34.09,31.81,48.73,1,12395.3,55.78,Moderate
21.19,45.46,40.32,3.18,36.19,16.17,71.43,0,4221.52,33.47,Low
37.71,91.54,17.7,8.42,5.0,11.54,78.91,0,22221.15,37.62,Low
65.4,130.4,21.14,36.86,87.77,51.6,56.06,0,3786.78,71.31,Moderate
25.63,54.6,10.56,14.7,35.4,28.07,51.23,0,15021.32,25.42,Low
10.65,23.32,12.29,4.61,5.0,16.02,51.95,0,8295.43,15.73,Low
19.22,29.63,58.93,21.01,43.34,34.42,63.22,0,10740.54,39.47,Low
87.83,110.56,4.42,15.94,49.46,15.94,59.0,0,5678.31,58.58,Moderate
17.02,20.46,3.79,15.58,35.4,44.68,60.22,0,15804.39,24.93,Low
12.53,20.74,14.12,32.33,21.8,20.92,78.64,0,24722.6,18.77,Low
24.52,37.13,73.29,1.51,57.96,33.59,72.99,0,20921.81,45.75,Low
30.48,39.05,25.6,20.38,55.66,24.55,57.38,1,17238.54,51.61,Moderate
22.16,31.76,110.18,26.69,50.52,9.76,59.99,0,19031.34,60.43,Moderate
9.22,12.55,19.26,1.0,24.72,15.16,75.21,0,21062.52,18.21,Low
40.13,95.88,41.34,9.99,27.82,17.32,67.93,0,12077.4,45.66,Low
37.73,52.16,53.53,3.71,32.99,18.15,84.72,1,14392.58,63.46,Moderate
50.32,95.55,97.4,8.52,31.71,26.87,70.15,1,22439.33,83.86,Moderate
37.18,73.27,15.22,18.15,52.51,0.68,63.88,0,17550.71,45.99,Low
83.49,159.17,25.37,20.56,32.1,26.94,52.62,0,3832.57,63.16,Moderate
52.8,70.15,21.73,41.81,21.0,5.24,36.46,0,19598.63,50.81,Moderate
46.3,74.75,43.83,10.08,48.46,28.58,75.91,1,1056.3,66.79,Moderate
66.87,84.7,68.01,28.56,87.53,16.99,76.07,1,21264.41,91.23,High
35.7,61.2,67.88,10.2,24.26,26.35,80.46,0,19813.33,44.88,Low
28.57,41.28,14.93,50.44,25.81,11.66,41.7,1,20853.28,54.33,Moderate
39.84,76.89,12.34,20.16,37.55,18.71,65.74,0,1078.02,36.24,Low
5.65,11.87,40.53,14.04,55.13,4.54,49.94,0,24325.0,32.76,Low
35.77,67.68,9.36,4.87,51.31,12.54,58.47,1,15546.23,55.74,Moderate
30.46,53.74,44.58,26.9,37.64,39.01,36.57,0,20101.19,44.39,Low
42.67,72.69,25.33,18.49,31.28,39.28,49.82,1,14380.7,64.06,Moderate
61.35,140.76,60.74,12.55,81.99,12.56,58.44,1,8823.86,92.51,High
47.16,70.04,54.26,32.62,62.88,21.61,65.92,0,7755.64,53.39,Moderate
19.26,41.49,27.89,42.93,74.7,29.58,71.25,0,2213.38,34.27,Low
55.29,120.79,8.6,30.61,54.06,25.8,83.86,0,13791.62,45.64,Low
84.22,146.96,9.34,30.11,38.13,19.24,58.21,0,4017.93,60.89,Moderate
62.33,98.89,26.36,14.04,47.97,9.43,52.95,1,14404.18,76.72,Moderate
11.49,20.82,35.81,29.74,76.13,33.77,65.24,0,15810.45,32.39,Low
46.85,61.89,19.56,36.44,50.28,19.92,64.58,1,11330.98,62.01,Moderate
13.01,16.38,11.33,23.1,5.63,8.55,43.27,1,4329.96,41.34,Low
26.64,35.83,20.11,20.5,68.05,24.55,41.75,1,11101.33,49.35,Low
41.87,60.43,61.06,7.17,69.94,21.56,94.38,1,22027.46,70.54,Moderate
38.37,71.2,20.12,12.61,64.75,19.91,64.1,0,11722.17,38.78,Low
61.59,141.89,15.38,15.43,13.15,26.27,71.95,0,8896.87,46.93,Low
84.46,127.23,9.07,3.66,47.74,22.87,68.5,1,15929.22,75.43,Moderate
44.6,107.73,24.0,4.36,60.51,36.21,67.12,0,15662.13,47.9,Low
25.22,61.57,54.65,20.26,40.32,15.87,79.02,1,2720.1,63.26,Moderate
5.94,14.54,56.46,27.47,47.62,17.29,93.55,0,6294.02,32.13,Low
71.16,162.88,12.81,39.61,51.2,32.72,68.38,0,12612.92,61.53,Moderate
30.57,51.14,28.06,5.68,23.47,49.95,61.81,0,9475.11,41.15,Low
31.68,41.01,13.93,49.7,49.4,48.39,75.26,1,8338.94,62.55,Moderate
33.42,64.82,18.78,13.05,20.29,32.32,56.62,0,11419.99,32.48,Low
43.3,83.4,23.66,7.6,37.95,21.49,41.94,0,7612.7,39.06,Low
44.11,101.68,16.83,1.51,28.47,19.66,69.8,0,9013.06,38.53,Low
26.94,67.21,74.04,26.93,57.51,21.13,46.42,0,19453.93,50.09,Moderate
30.36,56.49,15.29,14.62,53.38,7.59,48.2,0,13000.66,37.89,Low
20.92,34.5,14.27,49.82,51.35,31.83,41.01,0,21884.97,29.63,Low
19.25,27.75,12.74,7.18,45.64,38.21,22.33,1,23739.73,46.18,Low
19.18,23.13,6.07,32.89,48.72,23.65,40.2,1,23090.89,40.64,Low
30.12,56.07,75.53,12.55,80.18,45.93,61.61,0,6715.92,60.05,Moderate
16.45,31.62,24.93,4.71,66.49,52.26,78.01,0,12085.71,37.97,Low
1.3,2.95,36.13,16.19,20.77,33.85,51.99,0,13608.78,19.77,Low
24.91,46.23,32.78,8.6,29.32,18.3,49.61,0,21378.67,31.56,Low
12.12,28.98,16.42,29.26,35.83,16.42,59.05,0,14196.01,23.47,Low
34.98,70.53,24.87,14.23,35.15,32.74,58.92,0,6691.53,37.31,Low
20.86,47.83,42.12,2.49,23.46,35.53,59.16,0,13914.71,33.63,Low
43.64,60.78,6.85,1.08,51.73,18.43,75.93,0,1584.97,34.15,Low
13.09,30.27,18.5,21.94,38.78,13.4,55.37,0,20936.37,25.69,Low
7.14,14.83,21.18,18.96,44.35,7.89,52.66,0,14366.98,25.58,Low
30.41,43.23,15.99,25.04,5.81,14.56,60.2,1,16467.07,49.59,Low
24.15,34.94,15.73,34.26,8.54,20.82,69.78,1,5423.01,44.25,Low
11.23,27.0,28.61,11.24,29.18,35.9,100.0,0,14174.29,25.27,Low
52.82,65.6,63.12,3.54,52.16,19.27,86.19,0,13500.6,55.06,Moderate
15.01,27.04,34.91,16.3,49.56,-5.68,63.7,0,15680.96,41.11,Low
18.56,29.83,12.44,54.42,60.15,18.45,52.31,0,21261.79,28.87,Low
59.14,122.1,125.2,9.6,25.99,21.67,58.71,0,19231.19,78.65,Moderate
45.27,103.73,63.53,10.67,53.71,21.45,49.92,0,13898.42,55.75,Moderate
13.71,22.88,16.97,6.19,70.6,-0.83,63.25,0,22388.38,33.46,Low
25.73,45.16,64.18,20.79,58.53,21.59,64.84,0,9281.25,43.7,Low
12.59,31.18,29.1,27.46,14.15,38.2,69.16,0,12567.5,27.64,Low
56.5,125.37,8.86,6.98,62.16,20.34,30.49,1,16411.13,67.04,Moderate
56.47,133.63,58.74,3.43,46.53,18.25,46.87,1,11298.78,81.94,Moderate
91.95,162.78,12.45,0.14,49.08,17.28,81.79,1,9354.75,85.57,Moderate
113.39,170.57,36.08,14.54,89.91,26.53,43.47,0,3253.66,84.45,Moderate
20.68,35.89,27.94,4.79,44.93,9.77,48.49,0,16079.54,32.83,Low
